id,sender,node,receiver,user_id_sender,status_id_sender,created_at_sender,text_sender,source_sender,display_text_width_sender,reply_to_status_id_sender,reply_to_user_id_sender,reply_to_screen_name_sender,is_quote_sender,is_retweet_sender,favorite_count_sender,retweet_count_sender,quote_count_sender,reply_count_sender,hashtags_sender,symbols_sender,urls_url_sender,urls_t.co_sender,urls_expanded_url_sender,media_url_sender,media_t.co_sender,media_expanded_url_sender,media_type_sender,ext_media_url_sender,ext_media_t.co_sender,ext_media_expanded_url_sender,ext_media_type_sender,mentions_user_id_sender,mentions_screen_name_sender,lang_sender,quoted_status_id_sender,quoted_text_sender,quoted_created_at_sender,quoted_source_sender,quoted_favorite_count_sender,quoted_retweet_count_sender,quoted_user_id_sender,quoted_screen_name_sender,quoted_name_sender,quoted_followers_count_sender,quoted_friends_count_sender,quoted_statuses_count_sender,quoted_location_sender,quoted_description_sender,quoted_verified_sender,retweet_status_id_sender,retweet_text_sender,retweet_created_at_sender,retweet_source_sender,retweet_favorite_count_sender,retweet_retweet_count_sender,retweet_user_id_sender,retweet_screen_name_sender,retweet_name_sender,retweet_followers_count_sender,retweet_friends_count_sender,retweet_statuses_count_sender,retweet_location_sender,retweet_description_sender,retweet_verified_sender,place_url_sender,place_name_sender,place_full_name_sender,place_type_sender,country_sender,country_code_sender,geo_coords_sender,coords_coords_sender,bbox_coords_sender,status_url_sender,name_sender,location_sender,description_sender,url_sender,protected_sender,followers_count_sender,friends_count_sender,listed_count_sender,statuses_count_sender,favourites_count_sender,account_created_at_sender,verified_sender,profile_url_sender,profile_expanded_url_sender,account_lang_sender,profile_banner_url_sender,profile_background_url_sender,profile_image_url_sender,user_id_receiver,status_id_receiver,created_at_receiver,text_receiver,source_receiver,display_text_width_receiver,reply_to_status_id_receiver,reply_to_user_id_receiver,reply_to_screen_name_receiver,is_quote_receiver,is_retweet_receiver,favorite_count_receiver,retweet_count_receiver,quote_count_receiver,reply_count_receiver,hashtags_receiver,symbols_receiver,urls_url_receiver,urls_t.co_receiver,urls_expanded_url_receiver,media_url_receiver,media_t.co_receiver,media_expanded_url_receiver,media_type_receiver,ext_media_url_receiver,ext_media_t.co_receiver,ext_media_expanded_url_receiver,ext_media_type_receiver,mentions_user_id_receiver,mentions_screen_name_receiver,lang_receiver,quoted_status_id_receiver,quoted_text_receiver,quoted_created_at_receiver,quoted_source_receiver,quoted_favorite_count_receiver,quoted_retweet_count_receiver,quoted_user_id_receiver,quoted_screen_name_receiver,quoted_name_receiver,quoted_followers_count_receiver,quoted_friends_count_receiver,quoted_statuses_count_receiver,quoted_location_receiver,quoted_description_receiver,quoted_verified_receiver,retweet_status_id_receiver,retweet_text_receiver,retweet_created_at_receiver,retweet_source_receiver,retweet_favorite_count_receiver,retweet_retweet_count_receiver,retweet_user_id_receiver,retweet_screen_name_receiver,retweet_name_receiver,retweet_followers_count_receiver,retweet_friends_count_receiver,retweet_statuses_count_receiver,retweet_location_receiver,retweet_description_receiver,retweet_verified_receiver,place_url_receiver,place_name_receiver,place_full_name_receiver,place_type_receiver,country_receiver,country_code_receiver,geo_coords_receiver,coords_coords_receiver,bbox_coords_receiver,status_url_receiver,name_receiver,location_receiver,description_receiver,url_receiver,protected_receiver,followers_count_receiver,friends_count_receiver,listed_count_receiver,statuses_count_receiver,favourites_count_receiver,account_created_at_receiver,verified_receiver,profile_url_receiver,profile_expanded_url_receiver,account_lang_receiver,profile_banner_url_receiver,profile_background_url_receiver,profile_image_url_receiver,outdegree,indegree
115,NA,evainfeld,evainfeld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305650666,1446429381019250689,2021-10-08T10:56:52Z,"Now that recommender systems are making front page news again, a reminder that (legal) scholars have been thinking… https://t.co/cCr37iHbfu",Twitter for Android,NA,NA,NA,NA,FALSE,TRUE,0,6,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1446423665910898690,"Now that recommender systems are making front page news again, a reminder that (legal) scholars have been thinking… https://t.co/cCr37iHbfu",2021-10-08T10:34:09Z,Twitter for iPhone,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446429381019250689,Eva,"Montréal, Québec","(Dr.) Mathematician, change agent, explorer, brainstormer.",https://t.co/kb6G25dgLT,FALSE,1889,249,46,3676,18135,2011-05-26T15:34:36Z,FALSE,https://t.co/kb6G25dgLT,https://impakt.network,NA,https://pbs.twimg.com/profile_banners/305650666/1604795708,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1329158327616507904/iigJhgE__normal.jpg,0,3
116,evelynjlamb,evelynjlamb,NA,603367602,1446503568479973382,2021-10-08T15:51:40Z,@MathTeacherJH @ESMathTeacher The wikipedia article lists some Indian mathematicians who could be mentioned as well… https://t.co/IJPXXP4pW9,Twitter Web App,NA,1446502755451891714,749369012815966208,MathTeacherJH,FALSE,FALSE,3,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446503568479973382,Evelyn Lamb,"Salt Lake City, UT",Math and science writer. Complex analysis fangirl. Half of @myfavethm. She/they. Black lives matter. https://t.co/yacYBieham,https://t.co/V9sAoPPEEg,FALSE,13722,2216,433,23696,8905,2012-06-09T03:53:59Z,FALSE,https://t.co/V9sAoPPEEg,https://tinyletter.com/evelynjlamb,NA,https://pbs.twimg.com/profile_banners/603367602/1588103150,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/634590703364911104/LXiEwqyD_normal.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
117,EWhitteck,EWhitteck,NA,2825269537,1446556158970499091,2021-10-08T19:20:38Z,"@vancew I was thinking the same thing, lol!",Twitter Web App,NA,1446555126840238089,26737564,vancew,FALSE,FALSE,1,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446556158970499091,Dr. Erin Whitteck,"Olivette, MO     she/her/hers",Assistant Director of the Center for Teaching and Learning and Assistant Teaching Prof of Chemistry. Views are my own. #highered #facdev #UMSL #ContextMatters,NA,FALSE,3019,3895,40,5171,71013,2014-09-21T23:16:35Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/2825269537/1632143346,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1438197561576230914/2GeeTu7__normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
118,eyescientific,eyescientific,NA,1155371535810494465,1446550404431450117,2021-10-08T18:57:46Z,@thewordninja_bk My biggest memory of them is when Michelle Rhee fired all the veteran teachers from DC Public Scho… https://t.co/3pipGNA2Fg,Twitter for iPhone,NA,1446536816371253250,1693739557,thewordninja_bk,FALSE,FALSE,4,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446550404431450117,Robin Wilson,,,NA,FALSE,212,247,3,444,392,2019-07-28T06:56:54Z,FALSE,NA,NA,NA,NA,NA,http://pbs.twimg.com/profile_images/1390444065037115392/LbzQokUj_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0
119,f_futamura,f_futamura,NA,632379840,1421226079533023253,2021-07-30T21:47:57Z,"@WanderingPoint @blviray Ahaha I am also a mathematician, and I also have the same one. Time to start watching the… https://t.co/7Ta4mfwzmN",Twitter Web App,NA,1418250082189668353,2932698781,WanderingPoint,FALSE,FALSE,4,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1421226079533023253,Fumiko Futamura,,mathematician + artist,https://t.co/TiqzZ5D0tS,FALSE,192,130,3,842,1373,2012-07-10T20:45:01Z,FALSE,https://t.co/TiqzZ5D0tS,http://www.fumikofutamura.com,NA,https://pbs.twimg.com/profile_banners/632379840/1412137877,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1336463473157541890/RehoKcES_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
120,FedericoArdila,FedericoArdila,FedericoArdila,773069606,1446570866519658498,2021-10-08T20:19:05Z,"Tomorrow Oct 9 at (virtual) Life is Living, the People's Kitchen Collective is hosting a conversation between Mila… https://t.co/arcCdBQqIu",Twitter Web App,NA,NA,NA,NA,FALSE,FALSE,2,2,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446570866519658498,Federico Ardila,San Francisco . Bogotá,Matemático @SFSU. DJ @LaPelanga. Percusionista #NeblinasDelPacífico. Trying to leave things a bit better than I found them. @ItIsFederico (he . él),https://t.co/w8mUad0Vc2,FALSE,5191,545,103,8144,16506,2012-08-22T07:08:52Z,FALSE,https://t.co/w8mUad0Vc2,http://linktr.ee/fardila,NA,https://pbs.twimg.com/profile_banners/773069606/1591063049,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1248751607149461506/TP77expk_normal.jpg,773069606,1446570866519658498,2021-10-08T20:19:05Z,"Tomorrow Oct 9 at (virtual) Life is Living, the People's Kitchen Collective is hosting a conversation between Mila… https://t.co/arcCdBQqIu",Twitter Web App,NA,NA,NA,NA,FALSE,FALSE,2,2,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446570866519658498,Federico Ardila,San Francisco . Bogotá,Matemático @SFSU. DJ @LaPelanga. Percusionista #NeblinasDelPacífico. Trying to leave things a bit better than I found them. @ItIsFederico (he . él),https://t.co/w8mUad0Vc2,FALSE,5191,545,103,8144,16506,2012-08-22T07:08:52Z,FALSE,https://t.co/w8mUad0Vc2,http://linktr.ee/fardila,NA,https://pbs.twimg.com/profile_banners/773069606/1591063049,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1248751607149461506/TP77expk_normal.jpg,16,56
121,FidgeyB,FidgeyB,NA,4142518335,1443461508621557763,2021-09-30T06:23:36Z,I get told frequently by Conservative MPs that the public aren’t bothered about private companies running NHS servi… https://t.co/71fe85VQFw,Twitter Web App,NA,NA,NA,NA,FALSE,TRUE,0,20274,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1443455675976359938,I get told frequently by Conservative MPs that the public aren’t bothered about private companies running NHS servi… https://t.co/71fe85VQFw,2021-09-30T06:00:25Z,Twitter for iPhone,13815,20274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1443461508621557763,Dr Brigitte Stenhouse,,Researcher of Mary Somerville's mathematics. Departmental Lecturer in History of Maths @OxUniMaths & Associate Lecturer in Pure Maths @OUMathsStats. She/her.,https://t.co/SQQd91YjhX,FALSE,418,961,4,1142,5944,2015-11-08T15:28:07Z,FALSE,https://t.co/SQQd91YjhX,https://sites.google.com/view/brigitte-stenhouse,NA,https://pbs.twimg.com/profile_banners/4142518335/1537536007,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1047081033395556352/GK2sdav-_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
122,NA,FiveThirtyEight,FiveThirtyEight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2303751216,1446647601391026176,2021-10-09T01:24:00Z,Biden’s approval rating has failed to improve even as Afghanistan has faded from the headlines: https://t.co/I75WImafeP,TweetDeck,NA,NA,NA,NA,FALSE,FALSE,3,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446647601391026176,FiveThirtyEight,"New York, NY",Data-driven news and analysis from Nate Silver's FiveThirtyEight,https://t.co/BDdsHpm7og,FALSE,1331471,302,18488,106976,1210,2014-01-21T21:39:32Z,TRUE,https://t.co/BDdsHpm7og,http://www.fivethirtyeight.com,NA,https://pbs.twimg.com/profile_banners/2303751216/1481815429,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/875426588061573121/lpQG3W6i_normal.jpg,0,1
123,FolaAgusto,FolaAgusto,NA,285376469,1446593594291376131,2021-10-08T21:49:23Z,I just learnt our beloved Prof. Charles C. Chidume passed away yesterday. He was an African jewel in Functional Ana… https://t.co/z1O5GaChBT,Twitter Web App,NA,NA,NA,NA,FALSE,FALSE,15,1,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446593594291376131,Dr. Folashade Agusto,"University of Kansas, Lawrence, KS",Mathematician pretending to be a biologist,https://t.co/BqdJpLZo4o,FALSE,559,385,10,1555,3383,2011-04-21T01:42:30Z,FALSE,https://t.co/BqdJpLZo4o,http://eeb.ku.edu/fola-b-agusto,NA,https://pbs.twimg.com/profile_banners/285376469/1489801869,http://abs.twimg.com/images/themes/theme3/bg.gif,http://pbs.twimg.com/profile_images/1319250410/me_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
124,fra_berni,fra_berni,fra_berni,637358809,1438899176587284482,2021-09-17T16:14:31Z,We evaluate gage @Gage_500WS—a global directory of women &amp; gender diverse #STEMM experts—&amp; learn how to improve it… https://t.co/CFKKC3pzZb,Twitter for iPhone,NA,NA,NA,NA,FALSE,TRUE,0,6,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1438502695065698310,We evaluate gage @Gage_500WS—a global directory of women &amp; gender diverse #STEMM experts—&amp; learn how to improve it… https://t.co/CFKKC3pzZb,2021-09-16T13:59:03Z,Twitter Web App,13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1438899176587284482,"Francesca Bernardi, Ph.D.",,"Assistant Professor @WPIMath. Co-founder of @GirlsTalkMath. @500womensci leadership member. She/her/hers/lei. MA, 🇺🇸/ Milano, 🇮🇹.",https://t.co/iZpanB8ybQ,FALSE,903,1859,33,5957,2050,2012-07-16T22:58:53Z,FALSE,https://t.co/iZpanB8ybQ,http://www.fbernardi.info,NA,https://pbs.twimg.com/profile_banners/637358809/1541258727,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/865179901271220225/UOru_RMn_normal.jpg,637358809,1438899176587284482,2021-09-17T16:14:31Z,We evaluate gage @Gage_500WS—a global directory of women &amp; gender diverse #STEMM experts—&amp; learn how to improve it… https://t.co/CFKKC3pzZb,Twitter for iPhone,NA,NA,NA,NA,FALSE,TRUE,0,6,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1438502695065698310,We evaluate gage @Gage_500WS—a global directory of women &amp; gender diverse #STEMM experts—&amp; learn how to improve it… https://t.co/CFKKC3pzZb,2021-09-16T13:59:03Z,Twitter Web App,13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1438899176587284482,"Francesca Bernardi, Ph.D.",,"Assistant Professor @WPIMath. Co-founder of @GirlsTalkMath. @500womensci leadership member. She/her/hers/lei. MA, 🇺🇸/ Milano, 🇮🇹.",https://t.co/iZpanB8ybQ,FALSE,903,1859,33,5957,2050,2012-07-16T22:58:53Z,FALSE,https://t.co/iZpanB8ybQ,http://www.fbernardi.info,NA,https://pbs.twimg.com/profile_banners/637358809/1541258727,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/865179901271220225/UOru_RMn_normal.jpg,29,40
125,fraarici,fraarici,NA,229858522,1429839213441261570,2021-08-23T16:13:28Z,"@marcelloseri Thanks to you, @Coni777, Max and Giuseppe for the great week!",Twitter for iPhone,NA,1429788104299274244,7527052,marcelloseri,FALSE,FALSE,2,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1429839213441261570,Francesca Arici,Leiden,Assistant Prof. in #Maths @LeidenScience and NWO Veni fellow. #scicomm enthusiast. queen of typos👩‍💻. traveller. musicophile. human being. #hEDS. she/her.,https://t.co/qZhG5uaVZo,FALSE,1218,3798,20,1662,8922,2010-12-23T14:37:35Z,FALSE,https://t.co/qZhG5uaVZo,http://pub.math.leidenuniv.nl/~aricif2/,NA,https://pbs.twimg.com/profile_banners/229858522/1512599152,http://abs.twimg.com/images/themes/theme2/bg.gif,http://pbs.twimg.com/profile_images/1334442569242206210/-quyQVE9_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
126,frontLahn,frontLahn,frontLahn,2612970471,1445859586150436864,2021-10-06T21:12:42Z,@pwr2dppl @mathprofcarrie @ClaudioJacobo @LoboWithACause @mathyadriana @FedericoArdila @chadtopaz @jm_collective… https://t.co/CnHknyx2gI,Twitter Web App,NA,NA,NA,NA,FALSE,TRUE,0,5,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1445825721172041730,@pwr2dppl @mathprofcarrie @ClaudioJacobo @LoboWithACause @mathyadriana @FedericoArdila @chadtopaz @jm_collective… https://t.co/CnHknyx2gI,2021-10-06T18:58:08Z,Twitter for Android,19,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1445859586150436864,Max Lahn,"Ann Arbor, MI",(they/them) ~ 2nd year grad student in math at University of Michigan,https://t.co/50WR7dLNy5,FALSE,581,887,7,4373,20496,2014-06-16T02:24:12Z,FALSE,https://t.co/50WR7dLNy5,https://sites.google.com/view/maxlahn/,NA,https://pbs.twimg.com/profile_banners/2612970471/1484723250,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1052768497380544512/ImBpx8Kg_normal.jpg,2612970471,1445859586150436864,2021-10-06T21:12:42Z,@pwr2dppl @mathprofcarrie @ClaudioJacobo @LoboWithACause @mathyadriana @FedericoArdila @chadtopaz @jm_collective… https://t.co/CnHknyx2gI,Twitter Web App,NA,NA,NA,NA,FALSE,TRUE,0,5,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1445825721172041730,@pwr2dppl @mathprofcarrie @ClaudioJacobo @LoboWithACause @mathyadriana @FedericoArdila @chadtopaz @jm_collective… https://t.co/CnHknyx2gI,2021-10-06T18:58:08Z,Twitter for Android,19,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1445859586150436864,Max Lahn,"Ann Arbor, MI",(they/them) ~ 2nd year grad student in math at University of Michigan,https://t.co/50WR7dLNy5,FALSE,581,887,7,4373,20496,2014-06-16T02:24:12Z,FALSE,https://t.co/50WR7dLNy5,https://sites.google.com/view/maxlahn/,NA,https://pbs.twimg.com/profile_banners/2612970471/1484723250,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1052768497380544512/ImBpx8Kg_normal.jpg,11,27
127,G2Campbell,G2Campbell,NA,583389295,1442731795456331777,2021-09-28T06:03:59Z,"Good stuff, mom. #Proud https://t.co/bQgtmDY5n8",Twitter for iPhone,NA,NA,NA,NA,FALSE,FALSE,8,1,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1442731795456331777,Garikai Campbell,,"husband, dad, higher education administrator, ponderer & problem solver",NA,FALSE,143,95,1,871,663,2012-05-18T02:33:45Z,FALSE,NA,NA,NA,NA,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/977557859343978497/fh8-1hMR_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0
128,GaryAdolphson,GaryAdolphson,NA,1123390365103296514,1446641661535080449,2021-10-09T01:00:24Z,@MJ_25_ @GaryAdolphson @PRGuy17 See this is the problem with the Vic Liberals going backwards to Guy. He is too com… https://t.co/L8vTVVQ4Ge,Twitter Web App,NA,NA,NA,NA,FALSE,TRUE,0,1,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1446641462297329670,@MJ_25_ @GaryAdolphson @PRGuy17 See this is the problem with the Vic Liberals going backwards to Guy. He is too com… https://t.co/L8vTVVQ4Ge,2021-10-09T00:59:36Z,Twitter for iPhone,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446641661535080449,Gary Adolphson,,"Amateur mathematician, a special interest in triangle, square and prime generating quadratic trinomial equations and their applications in factoring integers.",https://t.co/VcyklZc2hj,FALSE,452,540,0,37442,49850,2019-05-01T00:55:09Z,FALSE,https://t.co/VcyklZc2hj,http://www.garyadolphson.com,NA,NA,NA,http://pbs.twimg.com/profile_images/1420349175758135296/H_Fh5peE_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
